quote;rating;date;fullrev;Hotel;Region;Location;hotelid;Naslov;Lat;Long
Poor quality, nice pools;2;13.07.2010;Didn't expect much, beacuse of good price they gave. And it wasn't too much. Good thing about this hotel is nice indoor/outdoor swimming pools suitable for young kids. Staff is also nice, but other things - much room for improvement.;Aquapark Zusterna Hotel;Slovenija;Seaside;SlovenijaMorjeAquaparkZusternaHotel;Istrska cesta 67, Koper 6000, Slovenia;45.5457202;13.7100541
Over priced!;1;29.12.2008;It's definitely not the cleanest water park, and everything at the hotel (especially parking) is over priced. Stay away from this resort.;Aquapark Zusterna Hotel;Slovenija;Seaside;SlovenijaMorjeAquaparkZusternaHotel;Istrska cesta 67, Koper 6000, Slovenia;45.5457202;13.7100541
A great start to our trip with teenagers;5;20.11.2006;"Very easy to book directly. After Trieste got lost a bit found Koper wasn't sign-posted too well by the Italians, PLEASE NOTE signs will say Slovenia for a time then look out for \Capodistra\"" which is the old name for the town which used to be on a island. Hotel is part of a chain of 3 and 4* hotels, with an emphasis on relaxation and wellness. Has a beauty parlour. We did H/B. It was simply brilliant value! We did three days before going elsewhere. The hotel is on the coast road out of Koper. The swiming pool complex is a kind of mini center-parks style place, indoor and outddoor. We had a really funny water aerobics lady and the kids \""animation team\"" didn't disappoint and got their fancy dress on. we had a disco DJ for an hour one afternoon. The pool water outdoors was a little cold, indoors was warm and salty,and is actually on the first floor above reception, with an all around glass balcony. Our room was overlooking the sea and pool. The weather was perfect and it was great watching the really big ships come by into Koper Port. Didn't seem to have many English staying there, and more geared towards the Italians who visit over the border here regularly for the cheap cigs and booze. Everything was cheap this summer there, who knows what the euro will do to this wonderful country and it's people? At night, there is an avarage Pizzeria outside ( separete business, but part of the building) cheap large pizza for an evening snack L5-er. The best place for snack ANY time of night was the mini mart with hot and cold deli to the right as you leave reception. So cheap! Hot dogs for about 60p, can of Coke 20p, 3 litre bottle about 75p. They had crisps and all you need. There's a mini bar fridge in the room. It is not worth taking your drinks from it, just use it as a fridge. Sheets, beds, pillow, towels all very clean and staff helpful and friendly. Highly recommended. Great for families with children of all ages.Koper, although not one the most quaint of all the coastal towns has a fab outdoor market, some very interesting alternative herbal chemists, nice harbour, and very reasonably priced clothes and shoes and cafes. The Slovenians here love their rollerblades and bikes and seem to lead a very healthy lifestyle. This is a perfect base for Portoroz, not as glam and on the main coastal road out, but do both!""";Aquapark Zusterna Hotel;Slovenija;Seaside;SlovenijaMorjeAquaparkZusternaHotel;Istrska cesta 67, Koper 6000, Slovenia;45.5457202;13.7100541
Nice hotel and restaurant;5;21.01.2017;I was here because I have some business in koper and I was well received and the stay ran normally. The room was acceptable, the price too. The center of Koper is very close 5 minutes walk. Fantastic restaurant with very good food. By the way the best restaurant in town.;Hotel Bio;Slovenija;Seaside;SlovenijaMorjeHotelBio;Vanganelska cesta 2, Koper 6000, Slovenia;45.532111;13.7364826
Rarely So Clueless a Reception;2;20.09.2016;"The stay wasn't a disaster, but this really is not a professionally run hote. It is integrated with what seems a popular restaurant and the restaurant seems to be the main business.I was going to be arriving between 9-10pm so as a precaution I thought I'd let them know by phone ahead of time. They couldn't find my reservation. Eventually they did and assured me someone would be at the desk. Arriving about 9.45pm I walked in to find no one at the desk. Upon ringing the bell, someone came out from the adjacent restaurant. They had their reservations on an old ledger, handwritten. The guy again couldn't find the reservation. He then called another guy from the restaurant who seemed to have more of a clue. It became clear why they couldn't find my reservation both in person and over the phone- my name had been scribbled at the top of the page in a tight space and was barely legible. They then told me where to go to my room, said the door was open and the key inside- the room was in an adjacent building. It was not open it was locked! I knocked on the door next to mine, where there was a phone number, thus indicating the guy in that room was associated with the hotel. He spoke no english but in sign language told me to go down and get the key. Evidently he didn't have it. I went back down to the adjacent building, again found no one in reception, again rang the bell. This time no one came from the restaurant so I went into the restaurant. The guy insisted the key was in the room and the guy I spoke to was \crazy'...his word!. We went up together to find the room locked. I was then left standing there, now at 10.15pm while he went off to find the key. Eventually I got into the room. On checkout when I went to pay, the lady at the desk, probably the 'working hours' receptionist wanted to charge me 7% more...it's only when I showed her my booking confirmation that she said 'ah yes you have the old rate' and charged me the appropriate amount. Like I said not a disaster, but I've rarely had any place where reception didn't have the key!!""";Hotel Bio;Slovenija;Seaside;SlovenijaMorjeHotelBio;Vanganelska cesta 2, Koper 6000, Slovenia;45.532111;13.7364826
Hotel Bio;4;13.09.2016;The hotel is located 10 minutes walk from the main bus station. The first time is a bit difficult to find the way to the main station..Bus stop is 5 minutes walk. My room was big and confortable.You can have braekfast outside in the garden.;Hotel Bio;Slovenija;Seaside;SlovenijaMorjeHotelBio;Vanganelska cesta 2, Koper 6000, Slovenia;45.532111;13.7364826
Great one night stay;4;11.04.2016;I have been here because of sport event. You can come here with car, the hotel has parking. Also the centre of Koper is not far away, so you can walk it there. I was very surprised about the room, it was very modern and in one word great. But bathroom was kind of need of repair. So if you want luxury and you are picky about everything, this is not hotel for you. I also had breakfast here, and you can choose from a lot of meals.;Hotel Bio;Slovenija;Seaside;SlovenijaMorjeHotelBio;Vanganelska cesta 2, Koper 6000, Slovenia;45.532111;13.7364826
terrible sleeping quality;2;20.11.2015;since I only pay attention on the matrices and the cleanest of the toilet, few times I have visited this hotel I have to admit it did not prove its value.Any guest should realise that it is not a 5 star hotel, however the bed and the cleanness should be imperative.;Hotel Bio;Slovenija;Seaside;SlovenijaMorjeHotelBio;Vanganelska cesta 2, Koper 6000, Slovenia;45.532111;13.7364826
Friendly and very good value;4;24.10.2015;The hotel rooms have recently been renovated and were very nice. I had an excellent meal in the hotel restaurant, they serve simple Italian style dishes that are typical of the he area. The complimentary breakfast had a wide variety of foods, including a cook top to make your own fresh bacon and eggs. It was a pleasant 20 minute walk along the river to the city centre.;Hotel Bio;Slovenija;Seaside;SlovenijaMorjeHotelBio;Vanganelska cesta 2, Koper 6000, Slovenia;45.532111;13.7364826
Nice hotel near transportation to neighboring towns;3;24.07.2015;My husband and I stayed at this hotel for five nights. Its location is good if you want to take day-trips by bus or car to neighboring towns (Piran, Isola, Trieste) which we did. The bus is a five minute walk away. There is also a mall close by. The walk to the center of Koper is about 25 minutes.The hotel restaurant has great, well-priced food and friendly staff and I recommend eating here. We ate there twice during our stay. The hotel internet was unreliable and seemed to work only off-peak hours and not in the mornings and evenings where most people where in the hotel. The room was clean upon arrival but the daily upkeep was so-so. Basically they only made the bed and took the towels we wanted replaced, but didn't always replace with clean ones. We managed fine and we probably wouldn't have noticed if we would have stayed there for only a couple of days.;Hotel Bio;Slovenija;Seaside;SlovenijaMorjeHotelBio;Vanganelska cesta 2, Koper 6000, Slovenia;45.532111;13.7364826
